1	'' -116.5 -0.84 -381.86
2	'' -11.17 33.39 -482.72
3	'' -132.34 -0.83 -417.4
4	'' -136.22 -0.84 -458.95
5	'' -98.53 -0.84 -359.27
6	'' 83.19 46.14 -426.42
7	'' 135.17 48.37 -461.25
8	'' 157.03 72.15 -411.39
9	'' 288.84 51.23 -539.39
10	'' 372.08 80.56 -596.16
11	'' 271.16 49.65 -609.55
12	'' 210.09 50.28 -573.17
13	'' 160.57 54.78 -586.4
14	'' 2.91 41.15 -677.79
15	'' 17.46 35.68 -710.67
16	'' 12.5 37.59 -857.78
17	'' 92.48 36.54 -866.44
18	'' -172.74 48.39 -897.91
19	'' -83.76 48.08 -888.99
20	'' 274.07 38.05 -876.28
21	'' 320.51 37.78 -861.9
22	'' 352.23 36.01 -860.47
23	'' 248.98 77.44 -777.25
24	'' 165.41 77.01 -240.77
25	'' 307.07 81.01 -141.64
26	'' 367.29 94.52 -157.5
27	'' 392.27 100.05 -164.06
28	'' 274.25 87.71 -72.27
29	'' 229.91 82.68 -41.53
30	'' 359.18 76.14 19.65
31	'' 262.89 83.58 217.71
32	'' 214.33 74.87 284.91
33	'' 28.87 44.49 440.41
34	'' 1.3 51.86 454.23
35	'' -69.17 47.18 392.05
36	'' -117.25 86.62 519.58
37	'' -140.14 79.01 524.16
38	'' -204.99 82.72 603.05
39	'' -204.25 95.53 644.53
40	'' -176.13 102.86 680.36
41	'' -138.92 75.21 637.59
42	'' -37.16 84.96 604.44
43	'' 66.35 158.73 709.61
44	'' 60.33 101.72 602.57
45	'' -4.61 99.28 538.72
46	'' 54.56 101.16 491.7
47	'' 98.86 117.62 504.03
48	'' 163.69 133.1 485.46
49	'' -101.11 111.33 803.78
50	'' -152.52 108.31 782.76
51	'' -244.83 117.58 908.73
52	'' -255.16 134.37 941.09
53	'' -247 145.26 861.61
54	'' -103.87 156.87 927.86
55	'' 74.17 109.25 882.53
56	'' 159.03 187.67 900.82
57	'' 264.51 184.74 824.25
