1	'' 1324.29 42.23 -76.5
2	'' 944.25 30.34 -602.74
3	'' 475.48 25.01 -471.35
4	'' 1067.95 14.4 -247.95
5	'' 508.74 24.09 -428.72
6	'' -593.29 -40.21 305.24
7	'' 551.58 52.13 -534.68
8	'' 795.1 -33.98 428.82
9	'' 832.49 -2.03 -84.46
10	'' -359.2 17.15 396.47
11	'' 148.43 114.37 413.94
12	'' -648.31 4.72 -474.1
13	'' -506.71 47.7 -314.11
14	'' -39.69 47.57 -158.15
15	'' 96.07 131.37 317.83
16	'' -1085.79 -17.55 -511.65
17	'' 547.66 37.61 -414.17
18	'' -210.81 77.2 -151.33
19	'' 409.73 41.4 -193.56
20	'' 1021.58 94.11 -642.07
21	'' 100.2 131.37 321.17
22	'' 154.98 116.44 386.84
23	'' 1047.72 82.85 -614.59
24	'' -520.7 6.81 -204.61
25	'' -149.99 44.52 -519.82
26	'' -622.77 -34.23 88.33
27	'' 1013.46 13.55 -159.33
28	'' 1122.69 69.46 -436.69
29	'' -649.37 -31.07 361.79
30	'' 1235.32 8.18 96.28
31	'' 1047.64 78.13 -556.47
32	'' 533.28 53.56 -526.68
33	'' -255.75 -15.27 316.49
34	'' 1011.38 46.84 284.05
35	'' -500.01 21.5 -584.68
36	'' 1041.76 24.98 -246.74
37	'' 370.69 38.62 442.49
38	'' -759.49 -1.71 -408.84
39	'' -239.52 53.61 -495.22
40	'' 632.77 22.29 -157.15
41	'' -965.71 3.18 -591.52
42	'' 1053.89 0.23 -96.49
43	'' 1245.5 60.23 -297.61
44	'' 160.72 24.38 475.52
45	'' 824.21 -19.86 348.18
46	'' -283.54 45.22 -433.42
47	'' 1006.26 -0.67 -79
48	'' 98.69 -1.22 474.88
49	'' 5.27 34.25 -25.78
50	'' 414.96 26.6 -383.62
51	'' 155.66 100.29 431.19
52	'' 263.82 50.3 204.23
53	'' -253.14 8.12 242.06
54	'' 584.16 48.32 -562.95
55	'' -492.31 0.21 83.45
56	'' 509.5 41.2 -191.63
57	'' -554.69 43.5 -395.59
58	'' 962.04 38.37 -278.59
59	'' 1181.63 84.51 -252.21
60	'' 217.93 35.51 119.98
61	'' -596.8 35.2 -329.81
62	'' 1050.69 41.06 211.41
63	'' 1260.24 30.01 253.05
64	'' -2.22 -50.87 480.03
65	'' -602.3 34.74 -417.84
66	'' 1252.41 46.48 18.35
67	'' 1373.34 46.79 -83.54
68	'' 867.77 -15.43 -264.75
69	'' -166.56 48.92 -427.66
70	'' 534.19 53.66 -520.62
71	'' 39.02 45.87 -365.56
72	'' 969.78 37.05 -334.97
73	'' -226.54 -0.93 296.23
74	'' 86.67 46.71 -223.06
75	'' 239.84 50.62 -212.24
76	'' 105.05 102.43 -576.49
77	'' 1043.71 78.87 -555.97
78	'' 1438.9 16.06 -61.16
79	'chest' 57.62 133.3 353.57
80	'' 931.24 1.4 -407.22
81	'' 1111.38 18.35 -291.38
82	'' 126.21 36.74 45.66
83	'' -480.91 -1.02 95.58
84	'' 15.12 36.32 -334.04
85	'' -127.84 -23.29 333.79
86	'' 1261.93 58.33 -296.05
87	'' 1398.15 -27.31 413.21
88	'' 123.25 35.65 -80.39
89	'' 344.29 44.44 -258.5
90	'' -842.68 9.65 -520.43
91	'' -70.32 78.45 -609.51
92	'' -167.08 53.88 -525.92
93	'' 1016.35 88.04 -617.62
94	'' 585.74 43.26 -353.57
95	'' -2.25 78.39 -559.66
96	'' -187.19 1.77 302.18
97	'' 522.92 38.32 -320.28
98	'' -169.71 33.14 -221.9
99	'' 549.17 41.39 -297.55
100	'' 361.39 44.58 369.83
101	'' -65.95 47.26 -455.05
102	'' 906.61 -0.49 193.91
103	'' 972.73 46.32 281.3
104	'' 7.6 46.66 -243.81
105	'' -473.38 29.78 -714.44
106	'' -115.49 44.97 -187.51
107	'' -516.35 18.15 -598.5
108	'' 544.48 31.68 -163.21
109	'' -155.9 45.11 -453.94
110	'' -52.27 47.89 -102.81
111	'' 1013.2 33.06 -214.4
112	'' 185.52 109.87 410.34
113	'' -913.17 -1.11 -527.54
114	'' 234.56 33.03 20.36
115	'' 1317.15 43.31 4.72
116	'' 1380.02 18.78 556.45
117	'' 1357.91 -17.68 248
118	'' -181.87 50.78 -514.29
119	'' -73.83 46.71 -124.02
120	'' 922.52 30.68 -419.43
121	'' 1265.74 71.46 -235.87
122	'' 341.39 30.59 -441.62
123	'' 217.22 75.64 -546.8
124	'' 626.79 56.17 -531.27
125	'' -386.62 21.23 -216.76
126	'' 1063.19 47.91 324.65
127	'' -464.97 26.82 -698.84
128	'' 1127.8 -34.98 494.32
129	'' -518.72 11.35 -318.71
130	'' 641.14 36.02 12.49
131	'' -657.18 5.1 -436.81
132	'' 1030.73 69.62 -411.12
133	'' 1408.81 56.03 -239.26
134	'' 248.71 70.66 268.85
135	'' 55.8 38.99 -50.15
136	'' 40.95 36.52 18.35
137	'' 457.95 42 -207.35
138	'' 1169.49 6.68 -29.2
